line,words,marked_words,word_ax,word_p50,mark_hit,mark_wrong,mark_missed,mark_extra,der_collapse_ok,der_words
631,2,2,0,1,2,2,4,0,0,2
632,3,3,0,2,7,3,4,0,0,3
633,3,3,0,1,2,7,0,0,0,3
634,7,7,0,1,8,8,6,0,0,7
635,6,6,0,0,4,12,2,0,0,6
636,6,6,0,2,7,5,6,0,0,6
637,5,5,0,3,7,6,2,0,0,5
638,5,5,0,1,6,7,2,0,0,5
639,5,5,0,3,9,10,1,0,0,5
640,3,3,0,1,4,6,0,0,0,3
641,2,2,0,2,5,4,0,0,0,2
642,29,29,4,14,44,37,12,0,4,29
643,12,12,0,5,16,18,4,1,0,12
644,12,12,0,6,23,19,6,0,0,12
645,18,18,0,9,28,25,10,0,0,18
646,29,29,0,10,44,44,11,0,0,29
647,8,8,1,5,15,9,5,0,1,8
648,12,12,0,6,18,17,3,1,0,12
649,26,23,1,15,44,30,10,0,4,26
650,11,11,0,5,15,20,1,0,0,11
651,10,10,0,3,18,15,6,0,0,10
652,9,9,0,1,15,15,5,0,0,9
653,10,10,0,5,21,15,5,0,0,10
654,7,7,0,2,12,16,1,0,0,7
655,14,13,1,6,22,15,10,0,2,14
656,46,46,2,26,82,48,26,0,2,46
657,47,47,4,19,83,56,40,0,4,47
658,54,51,2,23,88,77,11,2,5,54
659,31,31,0,19,52,31,23,0,0,31
660,52,49,2,24,84,60,21,2,5,52
661,49,49,2,31,83,62,16,0,2,49
662,44,40,1,21,63,58,6,1,5,44
663,56,56,5,27,94,78,17,0,4,56
664,50,50,3,29,83,76,6,1,3,50
665,60,56,3,28,95,81,18,1,7,60
666,57,57,2,26,87,74,32,0,2,57
667,60,60,5,34,96,80,14,1,5,60
668,57,56,0,24,84,80,22,0,1,57
669,27,27,1,10,35,35,16,0,1,27
670,18,18,1,10,35,29,6,0,1,18
671,52,50,1,19,81,82,23,0,3,52
672,25,25,0,13,51,36,12,0,0,25
673,27,27,2,16,47,39,2,0,2,27
674,47,47,2,26,68,59,15,0,2,47
675,28,28,2,11,42,30,19,0,2,28
676,21,21,0,8,35,23,17,0,0,21
677,58,58,2,32,92,74,21,2,2,58
678,40,40,1,18,59,52,20,0,1,40
679,43,43,3,18,60,50,26,0,3,43
680,59,59,2,30,87,75,31,1,2,59
681,68,53,1,22,81,88,13,0,16,68
682,49,47,3,28,80,63,14,0,5,49
683,61,60,3,35,99,82,14,1,4,61
684,60,56,0,21,80,83,23,0,4,60
685,45,45,1,23,76,59,24,1,1,45
686,52,50,0,21,85,79,20,1,2,52
687,52,52,1,27,94,78,15,0,1,52
688,76,76,5,41,118,95,33,0,5,76
689,50,49,2,20,79,52,35,0,3,50
690,58,58,2,33,92,75,21,2,2,58
691,38,38,4,17,62,52,16,1,4,38
692,43,43,3,19,60,51,25,0,3,43
693,43,43,3,23,74,53,24,1,3,43
694,49,49,3,24,83,66,21,2,3,49
695,42,41,3,22,64,54,16,0,4,42
696,39,38,3,19,59,52,8,1,4,39
697,31,31,2,19,49,32,8,1,2,31
698,43,43,1,25,77,57,15,0,1,43
699,30,30,1,16,55,36,20,0,1,30
700,37,37,3,23,70,49,5,0,3,37
701,44,44,3,21,82,56,17,1,3,44
702,41,41,1,19,67,62,19,0,1,41
703,48,48,4,25,85,61,26,0,4,48
704,54,54,4,24,86,79,17,0,4,54
705,47,47,1,24,65,58,19,2,1,47
706,45,45,1,16,72,70,15,1,1,45
707,15,15,1,9,32,19,8,1,1,15
708,53,53,5,29,104,69,18,2,5,53
709,29,29,1,13,51,36,18,0,1,29
710,16,16,1,6,20,18,5,2,1,16
711,50,50,5,31,93,51,29,1,5,50
712,58,58,4,32,119,80,26,1,4,58
713,41,41,5,26,86,43,21,0,5,41
714,51,51,2,24,89,69,14,1,2,51
715,5,5,0,2,12,5,9,0,0,5
716,32,32,2,18,53,49,12,1,2,32
717,52,52,4,21,88,78,24,0,4,52
718,57,56,4,19,78,79,14,2,4,57
719,23,23,0,13,42,30,8,0,0,23
720,32,31,6,15,58,43,6,0,7,32
721,52,52,4,20,88,69,21,1,4,52
722,17,17,1,7,24,24,2,0,1,17
723,57,56,4,29,98,81,14,1,4,57
724,58,57,6,23,86,73,15,2,6,58
725,53,52,4,31,92,74,9,3,5,53
726,51,51,1,29,76,65,20,1,1,51
727,41,40,1,16,52,52,14,1,2,41
728,55,54,1,31,93,74,6,0,2,55
729,38,38,4,21,60,36,20,1,4,38
730,2,2,0,2,5,1,1,0,0,2
731,48,48,0,22,88,61,19,0,0,48
732,52,52,3,27,105,59,38,0,3,52
733,55,55,1,26,87,69,31,2,1,55
734,52,52,3,22,80,64,22,1,3,52
735,51,51,2,30,91,62,14,2,2,51
736,58,55,1,27,97,69,21,0,4,58
737,53,53,4,34,103,67,21,0,4,53
738,50,50,1,22,104,70,29,0,1,50
739,52,52,0,18,85,77,31,0,0,52
740,53,53,4,22,79,77,30,0,4,53
741,17,17,0,9,26,19,11,0,0,17
742,8,8,0,3,14,10,5,0,0,8
743,37,37,3,21,68,43,15,1,3,37
744,23,23,0,10,41,34,12,0,0,23
745,45,45,1,21,73,66,14,0,1,45
746,5,5,0,1,6,6,3,0,0,5
747,25,24,1,14,41,27,14,0,2,25
748,8,8,0,4,14,11,1,0,0,8
749,20,17,0,5,26,29,3,0,3,20
750,53,53,0,20,78,76,11,1,0,53
751,47,47,5,18,69,71,22,1,5,47
752,56,55,3,25,85,84,9,0,4,56
753,34,34,2,22,59,38,12,0,2,34
754,32,32,1,13,49,40,12,0,1,32
755,25,25,0,13,39,39,5,1,0,25
756,55,55,6,29,90,81,14,1,6,55
757,30,30,1,13,42,52,1,0,1,30
758,18,18,1,11,29,25,4,1,1,18
759,2,2,1,1,3,2,0,0,1,2
760,2,2,0,1,2,0,3,0,0,2
761,3,3,1,2,4,2,3,0,1,3
762,3,3,0,0,1,7,0,0,0,3
763,2,2,0,2,3,2,0,0,0,2
764,3,3,0,2,4,1,6,0,0,3
765,2,2,0,0,2,0,5,0,0,2
766,4,4,0,2,5,2,7,0,0,4
767,2,2,0,2,5,2,1,0,0,2
768,12,11,0,4,14,14,6,0,1,12
769,5,5,1,3,6,2,6,0,1,5
770,9,9,1,4,15,15,3,0,1,9
771,6,6,0,3,12,9,4,1,0,6
772,2,2,0,2,5,2,0,0,0,2
773,5,4,0,1,7,3,5,0,1,5
774,5,5,0,4,11,6,3,0,0,5
775,7,7,0,2,12,8,9,0,0,7
776,3,3,0,1,3,4,0,0,0,3
777,14,14,1,8,20,19,2,1,1,14
778,6,6,0,3,11,10,4,0,0,6
779,11,10,1,6,16,12,2,0,2,11
780,2,2,1,1,3,2,0,0,1,2
781,2,2,0,0,2,0,5,0,0,2
782,4,4,0,2,7,7,0,0,0,4
783,2,2,0,2,5,2,1,0,0,2
784,15,15,3,7,19,14,11,0,3,15
785,6,6,0,1,14,6,9,0,0,6
786,3,3,0,2,7,2,5,0,0,3
787,2,2,0,2,5,2,0,0,0,2
788,4,4,0,1,7,3,10,0,0,4
789,7,7,0,3,11,10,5,0,0,7
790,8,7,0,3,10,10,2,0,1,8
791,6,5,0,1,5,7,2,0,1,6
792,10,9,0,1,9,14,4,0,1,10
793,2,2,0,1,3,4,0,0,0,2
794,3,3,0,1,3,4,0,0,0,3
795,4,4,0,1,5,7,1,0,0,4
796,5,5,0,1,10,6,6,0,0,5
797,5,5,0,3,7,9,0,0,0,5
798,6,6,0,4,12,8,3,0,0,6
799,2,2,0,1,2,0,3,0,0,2
800,2,2,0,1,3,1,3,0,0,2
801,10,8,0,3,15,14,1,0,2,10
802,2,2,0,2,5,2,1,0,0,2
803,9,9,2,8,17,7,3,0,2,9
804,4,4,0,0,5,5,4,0,0,4
805,5,5,0,2,8,6,2,0,0,5
806,2,2,0,2,5,2,0,0,0,2
807,5,4,0,1,3,5,4,0,1,5
808,4,3,0,2,5,4,0,0,1,4
809,5,5,0,3,10,8,1,0,0,5
810,2,2,0,1,3,3,2,0,0,2
811,2,2,0,2,5,2,1,0,0,2
812,3,3,0,2,6,5,1,0,0,3
813,3,3,0,1,3,4,0,0,0,3
814,6,6,1,4,9,5,4,0,1,6
815,5,5,0,2,6,3,6,0,0,5
816,6,6,0,1,10,10,6,0,0,6
817,11,11,0,6,14,14,3,0,0,11
818,3,3,1,1,4,2,2,0,1,3
819,2,2,0,0,2,0,5,0,0,2
820,4,4,0,4,7,4,0,1,0,4
821,2,2,0,2,5,2,1,0,0,2
822,7,7,0,2,11,18,4,0,0,7
823,6,5,0,3,7,7,1,0,1,6
824,6,6,0,2,10,4,13,0,0,6
825,9,8,0,4,12,8,4,0,1,9
826,2,2,0,2,5,2,0,0,0,2
827,6,5,0,3,10,10,2,0,1,6
828,10,10,0,5,22,16,4,0,0,10
829,8,8,1,3,15,11,2,1,1,8
830,4,4,0,1,5,4,7,0,0,4
831,7,6,0,3,9,8,2,0,1,7
832,3,3,0,1,3,4,0,0,0,3
833,4,4,0,1,5,8,2,0,0,4
834,3,3,0,3,9,4,2,0,0,3
835,5,5,1,2,8,9,0,0,1,5
836,5,5,0,2,6,10,0,0,0,5
837,3,3,0,1,2,6,0,0,0,3
838,2,2,0,0,2,0,5,0,0,2
839,4,4,0,2,10,7,0,0,0,4
840,2,2,0,2,5,2,1,0,0,2
841,7,7,0,1,9,12,0,0,0,7
842,9,9,1,5,16,8,3,0,1,9
843,6,6,0,2,11,5,8,0,0,6
844,2,2,0,2,5,2,0,0,0,2
845,4,4,0,4,8,3,3,0,0,4
846,2,1,0,0,1,3,0,0,1,2
847,2,2,0,0,2,2,3,0,0,2
848,3,3,0,2,5,4,0,0,0,3
849,6,5,0,2,9,7,2,0,1,6
850,8,7,0,0,7,8,9,0,1,8
851,3,3,0,0,5,3,3,0,0,3
852,7,6,1,3,8,6,4,0,2,7
853,7,6,0,3,11,6,6,0,1,7
854,3,3,0,1,3,4,0,0,0,3
855,6,6,0,1,8,8,2,0,0,6
856,2,2,0,0,3,4,0,0,0,2
857,5,5,0,2,9,8,3,0,0,5
858,2,2,0,2,3,2,0,0,0,2
859,2,2,0,0,2,0,5,0,0,2
860,5,4,0,2,7,5,1,0,1,5
861,2,2,0,2,5,2,1,0,0,2
862,10,10,0,6,19,18,2,0,0,10
863,9,9,0,4,15,13,5,0,0,9
864,13,13,2,7,26,20,3,0,2,13
865,15,15,3,9,29,19,2,0,3,15
866,2,2,0,2,5,2,0,0,0,2
867,15,14,0,6,18,23,3,0,1,15
868,3,3,0,1,6,2,6,0,0,3
869,3,3,0,2,6,3,2,0,0,3
870,7,7,0,6,16,9,4,0,0,7
871,6,6,0,4,14,10,1,0,0,6
872,6,6,0,1,8,8,4,0,0,6
873,3,3,0,1,3,4,0,0,0,3
874,5,5,0,2,6,9,1,0,0,5
875,8,8,0,3,11,11,3,0,0,8
876,3,3,0,2,6,4,1,0,0,3
877,52,52,2,30,100,67,24,1,2,52
878,59,59,4,40,117,63,25,1,4,59
879,52,52,2,33,90,59,17,1,2,52
880,50,50,2,33,91,61,18,1,2,50
881,5,5,1,5,8,2,1,1,1,5
882,45,45,1,30,80,43,15,2,1,45
883,41,41,0,22,61,56,14,1,0,41
884,10,10,1,9,17,7,2,1,1,10
885,40,40,3,19,67,59,16,0,3,40
886,11,11,0,7,16,19,2,0,0,11
887,43,43,1,18,63,57,13,0,1,43
888,5,5,0,3,9,6,1,0,0,5
889,24,24,2,11,40,23,20,0,2,24
890,18,18,1,11,33,29,2,0,1,18
891,19,19,0,12,34,24,7,0,0,19
892,10,10,1,9,18,9,2,0,1,10
893,22,22,1,12,37,35,4,0,1,22
894,37,37,0,24,67,51,9,0,0,37
895,21,21,0,13,31,30,7,0,0,21
896,50,50,1,28,81,63,15,0,1,50
897,18,18,1,11,28,21,2,1,1,18
898,32,32,1,11,42,49,10,0,1,32
899,56,56,7,32,84,65,14,1,7,56
900,4,4,0,3,7,5,1,0,0,4
901,51,51,3,27,91,75,13,1,3,51
902,56,56,10,28,83,72,13,1,10,56
903,40,40,4,19,56,67,3,1,4,40
904,49,47,4,22,73,68,13,0,6,49
905,5,3,0,3,7,3,0,0,2,5
906,5,3,0,1,4,4,2,0,2,5
907,6,4,1,1,5,6,1,0,3,6
908,55,54,6,32,84,67,13,0,7,55
909,43,41,3,17,49,51,17,0,5,43
910,49,49,1,27,73,60,17,2,1,49
911,53,52,2,23,78,68,15,1,3,53
912,55,55,5,27,83,69,23,1,5,55
913,35,35,5,17,51,45,12,1,5,35
914,48,48,3,23,69,64,19,0,3,48
915,49,48,0,21,87,61,33,0,1,49
916,23,23,0,14,46,27,13,0,0,23
917,37,37,1,15,66,44,25,1,1,37
918,59,58,1,26,108,77,44,1,2,59
919,50,48,3,29,97,48,36,0,5,50
920,60,58,3,24,103,92,22,0,5,60
921,9,9,0,3,13,10,5,0,0,9
922,38,35,2,12,65,49,24,0,5,38
923,53,50,2,24,92,81,15,1,5,53
924,40,39,1,22,81,60,13,2,2,40
925,15,15,1,10,34,24,0,0,0,15
926,46,44,0,19,66,64,20,3,2,46
927,34,33,0,16,58,53,11,1,1,34
928,10,10,1,7,18,12,2,1,1,10
929,60,60,3,38,98,82,17,2,3,60
930,24,24,1,14,52,37,8,1,1,24
931,55,55,3,35,93,59,32,1,3,55
932,51,51,1,27,89,69,27,0,1,51
933,42,42,1,20,69,62,15,0,1,42
934,29,29,0,15,46,50,3,0,0,29
935,25,25,1,18,53,24,17,2,1,25
936,19,19,1,8,24,28,5,0,1,19
937,10,9,1,5,17,10,8,0,2,10
938,3,3,2,2,7,3,0,0,2,3
939,41,41,1,21,79,61,15,0,1,41
940,7,7,0,3,11,10,2,0,0,7
941,37,37,4,20,63,53,9,1,4,37
942,7,7,1,5,12,10,2,0,1,7
943,67,59,2,24,84,93,20,0,9,67
944,45,45,2,27,67,55,13,0,2,45
945,7,7,1,6,10,5,2,0,1,7
946,27,27,3,15,48,30,6,1,2,27
947,4,3,0,1,6,3,2,0,1,4
948,4,3,0,1,4,7,0,0,1,4
949,4,3,0,3,8,3,3,0,1,4
950,4,3,0,2,6,5,0,0,1,4
951,2,2,0,1,6,4,0,0,0,2
952,7,6,0,3,10,9,4,0,1,7
953,1,1,0,1,3,1,0,0,0,1
954,1,0,0,0,0,0,0,0,1,1
955,15,15,1,6,18,20,5,0,1,15
956,7,6,0,1,5,8,4,0,1,7
957,9,8,0,2,10,13,2,0,1,9
958,5,4,0,1,3,8,0,0,1,5
959,5,4,0,3,7,4,4,0,1,5
960,3,3,0,2,5,4,0,0,0,3
961,2,2,0,1,3,4,0,0,0,2
962,9,6,0,5,9,8,3,0,3,9
963,57,54,3,28,78,81,8,2,6,57
964,53,50,3,22,79,80,11,1,6,53
965,70,58,1,31,89,81,20,0,13,70
966,51,51,2,21,75,64,25,1,2,51
967,52,50,1,26,100,94,8,0,3,52
968,50,50,1,27,100,72,21,0,1,50
969,29,29,0,16,50,45,9,0,0,29
970,61,52,1,27,94,81,25,1,10,61
971,55,51,0,20,83,83,23,0,4,55
972,38,38,2,17,67,63,12,0,2,38
973,47,47,1,24,100,76,17,0,1,47
974,59,59,3,28,104,97,28,1,3,59
975,54,54,5,27,96,92,8,2,5,54
976,47,47,2,25,84,71,16,0,2,47
977,58,58,0,29,101,102,16,1,0,58
978,52,52,0,22,95,92,14,1,0,52
979,54,54,2,27,95,86,24,0,2,54
980,46,46,1,21,99,88,12,0,1,46
981,47,47,1,22,79,73,21,1,1,47
982,47,47,0,16,89,72,34,0,0,47
983,56,56,4,28,101,91,20,1,4,56
984,20,20,0,11,34,30,8,0,0,20
985,45,45,1,20,82,61,27,0,1,45
986,54,54,4,30,103,77,20,1,4,54
987,56,55,3,22,90,78,29,2,4,56
988,42,42,2,22,69,53,22,1,2,42
989,13,13,1,5,20,20,5,0,1,13
990,10,10,1,6,15,14,2,0,1,10
991,4,4,0,3,8,6,1,0,0,4
992,6,6,1,4,9,8,2,0,1,6
993,5,5,1,4,10,4,1,0,1,5
994,13,13,2,8,21,18,2,0,2,13
995,53,53,4,22,89,76,27,0,4,53
996,8,8,0,3,12,13,2,0,0,8
997,39,36,3,23,67,45,12,0,6,39
998,1,1,0,1,3,0,3,0,0,1
999,2,1,0,1,2,2,0,0,1,2
1000,3,2,0,2,4,4,0,0,1,3
1001,5,4,0,2,6,6,0,0,1,5
1002,23,23,0,9,37,34,11,0,0,23
1003,2,2,0,2,4,4,0,0,0,2
1004,5,4,0,0,3,4,8,0,1,5
1005,3,2,0,0,0,3,0,0,1,3
1006,3,2,0,0,1,4,0,0,1,3
1007,4,3,0,1,3,3,3,0,1,4
1008,3,2,0,0,0,2,4,0,1,3
1009,3,2,0,0,1,4,0,0,1,3
1010,3,2,0,1,2,3,1,0,1,3
1011,5,4,0,0,2,6,2,0,1,5
1012,6,5,0,0,4,5,8,0,1,6
1013,4,3,0,0,1,5,2,0,1,4
1014,9,8,0,1,9,13,2,0,1,9
1015,15,15,0,4,20,20,8,1,0,15
1016,11,11,0,3,14,15,4,1,0,11
1017,14,13,1,6,19,23,0,0,2,14
1018,11,11,0,6,19,18,6,0,0,11
1019,12,12,1,4,18,17,3,0,1,12
1020,11,11,0,5,19,11,7,0,0,11
1021,15,15,1,5,23,17,8,0,1,15
1022,9,9,0,4,18,12,7,0,0,9
1023,15,15,0,5,24,18,10,0,0,15
1024,44,44,3,18,75,64,27,1,3,44
1025,37,37,3,15,62,59,7,0,3,37
1026,3,3,0,3,6,4,0,0,0,3
1027,2,1,0,0,1,1,1,0,1,2
1028,8,6,0,2,6,11,0,0,2,8
1029,9,7,0,1,4,9,3,0,2,9
1030,4,3,0,1,3,5,1,0,1,4
1031,3,3,0,1,3,3,4,0,0,3
1032,5,5,0,3,10,6,1,0,0,5
1033,9,9,0,4,15,15,1,1,0,9
1034,18,18,0,7,26,24,5,0,0,18
1035,8,8,0,0,7,17,1,0,0,8
1036,15,15,1,7,22,26,3,1,1,15
1037,9,9,1,1,14,17,1,0,1,9
1038,7,7,0,5,14,13,3,0,0,7
1039,4,3,0,0,4,1,6,0,1,4
1040,4,3,0,0,1,6,2,0,1,4
1041,3,2,0,0,2,2,3,0,1,3
1042,4,3,0,2,5,3,2,0,1,4
1043,10,9,0,4,15,12,6,0,1,10
1044,16,16,0,5,30,27,6,0,0,16
1045,5,5,1,3,9,8,0,0,1,5
1046,13,13,1,5,17,17,4,0,1,13
1047,14,14,1,2,19,19,10,0,1,14
1048,10,9,0,1,13,12,6,0,1,10
1049,7,7,0,6,15,14,0,0,0,7
1050,2,1,0,0,0,1,2,0,1,2
1051,4,3,0,0,1,7,2,0,1,4
1052,10,8,0,2,11,13,0,0,2,10
1053,17,15,0,10,28,18,7,0,2,17
1054,7,7,0,2,8,11,0,0,0,7
1055,12,12,1,7,24,21,0,0,1,12
1056,7,7,0,2,9,10,1,1,0,7
1057,9,9,0,3,13,17,3,0,0,9
1058,10,10,1,5,15,16,1,0,1,10
1059,12,12,0,4,18,18,5,0,0,12
1060,9,9,1,4,13,16,3,0,1,9
1061,9,9,0,4,9,20,0,0,0,9
1062,8,6,0,1,7,12,0,0,2,8
1063,4,3,0,0,4,6,2,0,1,4
1064,5,4,0,1,4,7,1,0,1,5
1065,10,9,0,4,13,14,0,0,1,10
1066,14,14,0,4,19,24,2,0,0,14
1067,8,8,1,2,9,11,2,0,1,8
1068,12,12,0,5,21,20,4,0,0,12
1069,9,9,1,4,13,16,3,0,1,9
1070,7,7,0,7,16,14,1,0,0,7
1071,6,5,0,3,9,9,1,0,1,6
1072,8,6,0,2,8,11,0,0,2,8
1073,9,7,0,2,4,9,3,0,2,9
1074,3,2,0,1,3,1,3,0,1,3
1075,9,8,0,3,14,11,4,0,1,9
1076,14,14,0,5,21,22,5,0,0,14
1077,9,9,0,5,18,19,1,0,0,9
1078,8,8,0,2,11,14,4,0,0,8
1079,9,9,1,5,14,12,3,0,1,9
1080,9,9,1,3,12,17,3,0,1,9
1081,74,74,1,36,115,109,29,0,1,74
1082,54,54,5,30,105,78,16,1,5,54
1083,55,53,3,22,69,58,35,1,5,55
1084,47,44,0,19,73,52,29,1,3,47
1085,52,52,2,28,77,60,13,1,2,52
1086,25,25,2,19,45,30,4,0,2,25
1087,3,3,0,2,6,0,4,1,0,3
1088,55,54,5,31,91,66,28,1,6,55
1089,50,50,3,21,91,66,22,0,3,50
1090,48,48,3,23,77,76,16,0,3,48
1091,59,59,5,32,113,67,32,2,5,59
1092,41,38,4,17,69,52,14,1,7,41
1093,54,53,5,28,92,79,10,2,6,54
1094,39,38,6,17,61,49,25,0,7,39
1095,43,43,2,25,76,59,13,0,1,43
1096,53,53,2,21,95,79,21,0,2,53
1097,54,54,1,27,105,72,37,1,1,54
1098,54,54,1,30,114,65,30,1,1,54
1099,45,45,5,19,65,64,11,1,5,45
1100,55,54,2,22,108,83,34,0,3,55
1101,45,44,1,19,70,57,33,1,2,45
1102,51,50,0,19,93,54,61,0,1,51
1103,53,50,3,16,73,73,31,0,6,53
1104,58,56,2,24,85,74,40,0,4,58
1105,61,59,1,26,97,90,22,1,3,61
1106,14,14,0,7,23,25,2,0,0,14
1107,44,44,3,30,72,39,26,2,3,44
1108,37,37,0,16,52,51,11,0,0,37
1109,54,54,1,25,75,69,23,1,1,54
1110,51,50,1,22,74,69,14,0,2,51
1111,51,51,5,27,72,59,16,0,5,51
1112,53,53,3,22,86,66,21,0,3,53
1113,51,50,3,27,82,51,21,2,4,51
1114,51,51,1,30,85,57,23,2,1,51
1115,57,56,3,25,84,67,25,3,4,57
1116,57,57,3,33,103,74,24,2,3,57
1117,52,52,2,28,82,60,21,1,2,52
1118,53,52,3,27,95,55,32,0,4,53
1119,42,41,3,24,70,56,12,0,4,42
1120,26,26,2,17,49,27,11,0,2,26
1121,57,57,1,24,83,88,9,1,1,57
1122,18,18,3,10,30,17,10,0,3,18
1123,52,52,4,23,74,71,14,0,4,52
1124,59,59,2,35,101,70,27,1,2,59
1125,54,54,1,24,69,80,11,1,1,54
1126,50,50,1,27,83,72,10,1,1,50
1127,54,54,4,30,89,68,19,0,3,54
1128,47,47,6,20,60,62,11,0,6,47
1129,57,57,4,34,89,70,14,1,4,57
1130,52,52,2,25,84,67,19,1,2,52
1131,46,46,1,27,63,55,16,1,1,46
1132,43,43,0,19,66,54,18,0,0,43
1133,52,52,1,23,73,67,14,0,1,52
1134,54,54,5,30,95,61,20,1,5,54
1135,50,50,0,24,78,64,14,2,0,50
1136,53,53,1,31,94,66,15,2,1,53
1137,49,49,2,29,80,49,27,0,2,49
1138,21,21,2,12,32,22,9,0,2,21
1139,56,56,4,26,103,73,32,0,4,56
1140,6,6,0,3,7,8,3,0,0,6
1141,37,37,2,20,60,46,18,1,2,37
1142,12,12,0,5,20,10,9,1,0,12
1143,53,52,3,24,81,61,20,1,4,53
1144,57,57,7,29,101,77,20,1,7,57
1145,60,60,5,34,99,73,22,1,5,60
1146,50,50,2,29,92,63,16,2,2,50
1147,51,51,2,31,94,72,20,0,2,51
1148,17,17,0,9,31,20,13,0,0,17
1149,39,37,2,19,53,50,10,1,4,39
1150,53,53,2,30,89,60,27,1,2,53
1151,17,17,1,9,24,21,3,0,1,17
1152,23,23,0,11,32,26,18,0,0,23
1153,7,7,0,2,11,10,5,0,0,7
1154,50,50,5,32,91,66,17,0,5,50
1155,38,38,1,24,65,41,14,0,1,38
1156,42,42,5,19,54,56,10,2,5,42
1157,8,8,0,3,14,9,4,1,0,8
1158,27,27,0,10,36,36,13,0,0,27
1159,25,25,2,14,35,32,9,0,2,25
1160,30,30,0,16,49,43,10,0,0,30
1161,27,27,2,14,42,32,7,1,2,27
1162,21,21,1,12,35,26,5,1,1,21
1163,32,32,0,13,53,41,14,1,0,32
1164,17,17,2,11,33,17,12,0,2,17
1165,26,26,1,13,42,25,16,0,1,26
1166,7,7,0,2,9,11,2,0,0,7
1167,30,30,1,13,42,38,13,0,1,30
1168,56,56,1,26,82,50,37,0,1,56
1169,49,49,8,25,73,44,14,0,8,49
1170,59,59,2,24,89,63,32,0,2,59
1171,23,23,1,12,32,20,15,0,1,23
1172,5,5,0,2,9,5,4,0,0,5
1173,28,28,1,11,44,43,10,0,1,28
1174,10,10,1,6,23,14,0,0,1,10
1175,18,16,0,5,21,11,17,0,2,18
1176,20,19,2,9,30,14,19,0,3,20
1177,60,59,7,29,85,69,20,0,8,60
1178,48,43,2,16,50,43,27,0,7,48
1179,13,13,1,8,23,16,3,0,1,13
1180,44,43,5,30,88,53,9,0,6,44
1181,56,56,1,22,84,67,37,0,1,56
1182,53,53,2,21,89,78,37,0,2,53
1183,55,55,4,25,88,81,18,0,3,55
1184,36,36,1,15,61,40,30,0,1,36
1185,52,52,2,24,97,70,20,0,2,52
1186,51,50,3,29,83,71,15,1,4,51
1187,40,40,1,20,57,57,5,0,1,40
1188,52,52,2,22,99,79,25,0,2,52
1189,60,60,2,40,117,78,17,2,2,60
1190,43,43,2,21,73,49,22,3,2,43
1191,54,54,6,30,91,72,16,0,6,54
1192,49,49,3,27,90,61,23,0,3,49
1193,48,46,0,25,88,64,14,1,2,48
1194,51,51,2,36,88,49,24,1,2,51
1195,53,51,1,23,79,67,14,3,3,53
1196,42,41,2,18,84,71,17,0,3,42
1197,58,56,5,28,103,77,29,0,7,58
1198,58,57,1,27,98,88,23,1,1,58
1199,29,29,1,16,63,42,9,0,1,29
1200,38,38,2,18,62,51,20,0,2,38
1201,29,28,2,17,48,39,4,0,3,29
1202,45,45,0,17,79,65,18,0,0,45
1203,52,50,1,24,90,66,26,1,3,52
1204,43,43,0,23,86,63,13,1,0,43
1205,38,38,4,17,64,60,4,0,4,38
1206,44,42,4,23,72,61,8,0,6,44
1207,56,54,3,31,92,67,19,2,5,56
1208,31,30,1,18,54,42,9,0,2,31
1209,43,41,3,27,81,45,18,0,5,43
1210,46,46,2,23,85,74,11,1,2,46
1211,38,37,0,22,73,39,27,1,1,38
1212,39,37,1,24,78,43,14,1,3,39
1213,43,43,4,22,73,55,12,0,4,43
1214,52,52,2,19,88,80,18,1,2,52
1215,53,51,3,22,90,72,21,1,5,53
1216,27,26,3,12,41,40,5,0,4,27
1217,2,2,0,0,2,4,0,0,0,2
1218,6,6,0,5,12,8,1,0,0,6
1219,34,34,2,16,57,41,19,0,2,34
1220,5,5,0,4,10,8,0,0,0,5
1221,5,5,1,4,11,4,0,1,1,5
1222,7,7,0,5,13,9,2,1,0,7
1223,5,5,1,5,13,4,0,0,1,5
1224,18,18,2,16,37,15,11,0,2,18
1225,4,4,0,1,3,5,2,0,0,4
1226,16,16,1,9,30,21,4,1,1,16
1227,5,5,0,2,8,6,3,0,0,5
1228,28,28,2,13,38,35,14,0,2,28
1229,1,1,0,0,1,2,0,0,0,1
1230,5,5,0,1,8,8,2,0,0,5
1231,11,11,1,3,15,9,10,0,1,11
1232,53,53,3,34,102,61,23,1,3,53
1233,15,15,1,9,22,13,7,0,1,15
1234,9,9,0,4,10,15,1,1,0,9
1235,7,7,1,2,10,8,6,0,1,7
1236,7,7,1,5,12,9,2,0,1,7
1237,8,8,0,4,9,6,7,0,0,8
1238,5,5,0,3,7,3,5,0,0,5
1239,13,13,1,6,21,12,10,0,1,13
1240,14,14,2,6,17,10,9,0,2,14
1241,3,3,1,3,6,1,1,0,1,3
1242,20,20,1,11,32,30,7,0,1,20
1243,59,59,2,33,93,73,23,2,2,59
1244,36,36,1,24,65,43,13,3,1,36
1245,32,32,0,17,49,44,7,0,0,32
1246,46,46,1,22,77,50,28,0,1,46
1247,50,50,5,19,66,49,33,1,5,50
1248,49,49,2,24,73,56,32,0,2,49
1249,53,53,2,22,89,67,32,0,2,53
1250,31,31,0,18,51,42,7,0,0,31
1251,41,41,1,24,70,58,15,0,1,41
1252,40,40,0,17,60,45,26,0,0,40
