line,words,marked_words,word_ax,word_p50,mark_hit,mark_wrong,mark_missed,mark_extra,der_collapse_ok,der_words
631,2,2,0,1,2,2,4,0,0,2
632,3,3,0,1,6,4,4,0,0,3
633,3,3,0,1,2,7,0,0,0,3
634,7,7,0,2,9,8,7,0,0,7
635,6,6,0,1,5,11,4,0,0,6
636,6,6,0,1,5,9,4,0,0,6
637,5,5,0,3,7,6,4,0,0,5
638,5,5,0,2,5,6,4,0,0,5
639,5,5,0,2,9,8,1,0,0,5
640,3,3,0,1,5,7,0,0,0,3
641,2,2,0,1,4,5,0,0,0,2
642,29,29,3,16,49,31,18,1,3,29
643,12,12,0,8,19,18,2,1,0,12
644,12,12,1,7,25,18,5,0,1,12
645,18,18,1,8,28,29,4,0,1,18
646,29,29,0,11,42,52,7,0,0,29
647,8,8,1,4,15,8,5,0,1,8
648,12,12,0,8,20,13,5,1,0,12
649,26,23,0,13,41,30,9,0,3,26
650,11,11,1,6,19,17,1,0,1,11
651,10,10,0,3,20,16,4,0,0,10
652,9,9,0,5,20,13,2,0,0,9
653,10,10,0,4,21,13,7,0,0,10
654,7,7,0,3,14,15,0,0,0,7
655,14,13,1,10,26,15,7,0,2,14
656,46,46,4,28,87,58,13,0,4,46
657,47,47,2,21,83,67,25,2,2,47
658,54,51,4,27,95,69,14,2,7,54
659,31,31,2,18,55,35,12,1,2,31
660,52,49,2,27,83,59,22,0,5,52
661,49,49,2,29,83,63,12,1,2,49
662,44,40,2,20,63,58,6,1,6,44
663,56,56,2,32,96,84,15,3,2,56
664,50,50,3,27,84,76,6,0,3,50
665,60,56,3,28,99,87,10,0,7,60
666,57,57,4,30,95,81,20,0,4,57
667,60,60,5,40,99,84,9,2,5,60
668,57,56,0,25,85,85,14,0,1,57
669,27,27,1,15,42,31,14,1,1,27
670,18,18,0,10,36,27,5,1,0,18
671,52,50,1,18,81,90,13,0,3,52
672,25,25,0,14,51,39,8,0,0,25
673,27,27,1,14,45,45,1,1,1,27
674,47,47,5,33,78,63,2,0,5,47
675,28,28,2,14,47,36,9,0,2,28
676,21,21,0,9,34,23,18,0,0,21
677,58,58,1,31,90,85,20,1,1,58
678,40,40,2,20,59,60,13,0,2,40
679,43,43,5,19,61,54,18,0,5,43
680,59,59,1,35,93,85,14,2,1,59
681,68,53,1,28,87,89,12,0,16,68
682,49,47,1,28,75,70,12,1,3,49
683,61,60,3,40,102,82,11,2,4,61
684,60,56,2,23,84,91,11,0,6,60
685,45,45,3,25,77,58,24,1,3,45
686,52,50,0,18,85,89,11,1,2,52
687,52,52,2,26,92,86,10,1,2,52
688,76,76,5,47,123,105,20,1,5,76
689,50,49,2,23,82,55,30,0,3,50
690,58,58,1,32,92,85,17,1,1,58
691,38,38,1,18,64,53,14,1,1,38
692,43,43,6,20,64,54,18,0,6,43
693,43,43,2,25,77,61,10,2,2,43
694,49,49,3,22,78,78,9,2,3,49
695,42,41,4,25,75,48,12,0,5,42
696,39,38,4,20,58,56,12,2,5,39
697,31,31,2,18,48,32,9,1,2,31
698,43,43,2,24,78,62,11,0,2,43
699,30,30,0,16,55,36,22,1,0,30
700,37,37,2,21,64,57,4,0,2,37
701,44,44,2,22,82,66,11,2,2,44
702,41,41,1,18,67,65,12,1,1,41
703,48,48,5,22,83,73,12,0,5,48
704,54,54,5,22,86,84,10,0,5,54
705,47,47,2,25,66,61,18,3,2,47
706,45,45,0,12,65,78,17,2,0,45
707,15,15,2,10,34,22,2,0,2,15
708,53,53,4,29,102,74,12,2,4,53
709,29,29,1,14,54,31,20,0,1,29
710,16,16,2,7,21,18,3,1,2,16
711,50,50,3,27,83,70,13,1,3,50
712,58,58,4,32,118,83,24,1,4,58
713,41,41,4,25,84,45,21,2,4,41
714,51,51,2,23,88,77,15,1,2,51
715,5,5,0,3,13,9,0,0,0,5
716,32,32,3,12,44,64,7,0,3,32
717,52,52,1,21,87,85,27,1,1,52
718,57,56,7,26,88,81,9,2,7,57
719,23,23,0,15,43,34,6,0,0,23
720,32,31,3,18,57,48,3,2,4,32
721,52,52,7,23,90,72,18,0,7,52
722,17,17,2,8,24,25,0,0,2,17
723,57,56,4,27,98,88,13,2,4,57
724,58,57,4,28,88,71,19,2,4,58
725,53,52,5,36,92,79,6,2,6,53
726,51,51,2,26,78,72,18,1,2,51
727,41,40,4,19,60,54,13,0,5,41
728,55,54,2,27,86,84,4,0,3,55
729,38,38,4,23,64,45,11,1,4,38
730,2,2,0,1,2,3,0,0,0,2
731,48,48,3,30,95,64,18,0,3,48
732,52,52,2,25,101,70,35,1,2,52
733,55,55,0,31,94,73,22,2,0,55
734,52,52,2,22,83,69,17,2,2,52
735,51,51,3,31,93,70,7,2,3,51
736,58,55,4,29,104,84,8,0,7,58
737,53,53,3,34,103,69,16,0,3,53
738,50,50,2,25,110,75,22,0,2,50
739,52,52,1,23,89,81,24,0,1,52
740,53,53,5,23,80,77,23,0,5,53
741,17,17,0,9,28,18,11,0,0,17
742,8,8,0,4,15,10,5,0,0,8
743,37,37,2,20,67,50,10,0,2,37
744,23,23,0,9,40,37,11,0,0,23
745,45,45,1,26,76,65,10,0,1,45
746,5,5,0,1,6,7,3,0,0,5
747,25,24,0,16,42,38,3,0,1,25
748,8,8,0,5,15,13,2,0,0,8
749,20,17,0,7,29,27,4,0,3,20
750,53,53,3,26,89,75,8,0,3,53
751,47,47,1,21,72,72,19,3,1,47
752,56,55,1,28,87,77,18,2,2,56
753,34,34,1,25,60,40,12,0,1,34
754,32,32,1,16,53,44,8,0,1,32
755,25,25,0,16,43,37,6,1,0,25
756,55,55,5,31,91,82,15,1,5,55
757,30,30,2,17,48,50,0,0,2,30
758,18,18,1,11,28,23,6,0,1,18
759,2,2,0,1,2,3,0,0,0,2
760,2,2,0,2,3,1,1,0,0,2
761,3,3,0,2,4,3,0,0,0,3
762,3,3,0,0,1,7,0,0,0,3
763,2,2,0,2,3,2,0,0,0,2
764,3,3,0,1,3,4,2,0,0,3
765,2,2,0,1,3,4,0,0,0,2
766,4,4,0,1,3,5,4,0,0,4
767,2,2,0,2,5,3,0,1,0,2
768,12,11,0,6,15,16,4,0,1,12
769,5,5,1,4,8,4,3,0,1,5
770,9,9,0,6,17,12,6,1,0,9
771,6,6,0,3,12,13,1,0,0,6
772,2,2,0,1,4,3,0,0,0,2
773,5,4,0,1,6,3,6,0,1,5
774,5,5,0,3,10,5,5,0,0,5
775,7,7,0,3,13,6,11,0,0,7
776,3,3,0,1,3,5,0,0,0,3
777,14,14,2,10,24,17,3,0,2,14
778,6,6,0,1,9,13,2,0,0,6
779,11,10,1,4,13,14,1,0,2,11
780,2,2,0,1,2,3,0,0,0,2
781,2,2,0,1,3,4,0,0,0,2
782,4,4,0,3,8,6,0,0,0,4
783,2,2,0,2,5,3,0,1,0,2
784,15,15,2,8,21,15,6,0,2,15
785,6,6,0,2,14,5,12,0,0,6
786,3,3,0,2,7,1,7,0,0,3
787,2,2,0,1,4,3,0,0,0,2
788,4,4,0,0,6,4,9,0,0,4
789,7,7,0,5,13,12,0,0,0,7
790,8,7,1,2,9,12,0,0,2,8
791,6,5,0,2,5,8,2,0,1,6
792,10,9,0,5,15,13,0,0,1,10
793,2,2,0,1,4,3,0,0,0,2
794,3,3,0,1,3,5,0,0,0,3
795,4,4,0,1,6,8,0,0,0,4
796,5,5,0,2,11,7,5,0,0,5
797,5,5,0,1,5,10,0,0,0,5
798,6,6,0,0,8,10,5,0,0,6
799,2,2,0,2,3,1,1,0,0,2
800,2,2,0,1,3,4,0,0,0,2
801,10,8,0,3,15,14,1,0,2,10
802,2,2,0,2,5,3,0,1,0,2
803,9,9,1,7,16,13,0,1,1,9
804,4,4,0,0,4,6,4,0,0,4
805,5,5,0,2,7,7,1,0,0,5
806,2,2,0,2,5,2,0,1,0,2
807,5,4,0,1,3,4,6,0,1,5
808,4,3,0,2,4,3,2,0,1,4
809,5,5,0,3,8,12,0,0,0,5
810,2,2,0,0,2,5,2,0,0,2
811,2,2,0,2,6,1,1,0,0,2
812,3,3,0,2,6,5,0,0,0,3
813,3,3,0,1,3,5,0,0,0,3
814,6,6,1,5,10,6,1,0,1,6
815,5,5,0,2,5,5,3,0,0,5
816,6,6,0,1,9,10,7,0,0,6
817,11,11,0,5,13,15,3,0,0,11
818,3,3,1,2,5,2,0,0,1,3
819,2,2,0,1,3,4,0,0,0,2
820,4,4,0,3,6,5,0,0,0,4
821,2,2,0,1,4,4,0,1,0,2
822,7,7,0,2,13,17,2,0,0,7
823,6,5,0,3,10,4,3,0,1,6
824,6,6,0,1,9,4,14,0,0,6
825,9,8,0,4,12,9,5,0,1,9
826,2,2,0,2,5,2,0,1,0,2
827,6,5,0,2,11,9,1,0,1,6
828,10,10,0,7,27,15,2,0,0,10
829,8,8,0,3,13,16,0,0,0,8
830,4,4,0,2,6,8,1,0,0,4
831,7,6,0,4,10,6,2,0,1,7
832,3,3,0,1,3,5,0,0,0,3
833,4,4,0,2,8,5,2,0,0,4
834,3,3,0,2,8,5,2,0,0,3
835,5,5,1,4,10,9,0,0,1,5
836,5,5,0,2,6,10,0,0,0,5
837,3,3,0,1,2,5,0,0,0,3
838,2,2,0,1,3,4,0,0,0,2
839,4,4,0,4,12,4,2,0,0,4
840,2,2,0,2,5,3,0,1,0,2
841,7,7,0,0,8,13,0,0,0,7
842,9,9,1,4,15,12,2,1,1,9
843,6,6,0,3,13,9,5,0,0,6
844,2,2,0,2,5,2,0,1,0,2
845,4,4,1,2,7,4,3,0,1,4
846,2,1,0,1,2,1,0,0,1,2
847,2,2,0,0,3,1,4,0,0,2
848,3,3,0,2,6,3,2,0,0,3
849,6,5,0,4,12,5,2,0,1,6
850,8,7,0,1,9,8,7,0,1,8
851,3,3,0,0,5,3,3,0,0,3
852,7,6,0,2,7,7,4,0,1,7
853,7,6,0,3,10,6,5,0,1,7
854,3,3,0,1,3,5,0,0,0,3
855,6,6,0,2,9,6,3,0,0,6
856,2,2,0,0,2,3,2,0,0,2
857,5,5,0,2,11,9,0,0,0,5
858,2,2,0,2,3,2,0,0,0,2
859,2,2,0,1,3,4,0,0,0,2
860,5,4,0,3,8,5,0,0,1,5
861,2,2,0,2,5,3,0,1,0,2
862,10,10,0,6,19,19,1,0,0,10
863,9,9,0,5,14,15,6,0,0,9
864,13,13,1,7,26,16,6,0,1,13
865,15,15,1,7,25,20,4,1,1,15
866,2,2,0,2,5,2,0,1,0,2
867,15,14,1,8,22,21,3,0,2,15
868,3,3,0,0,6,3,4,0,0,3
869,3,3,0,2,6,5,2,0,0,3
870,7,7,0,5,15,10,3,0,0,7
871,6,6,0,4,13,9,3,0,0,6
872,6,6,0,2,9,8,5,0,0,6
873,3,3,0,1,3,5,0,0,0,3
874,5,5,0,2,5,9,1,0,0,5
875,8,8,0,3,10,10,3,0,0,8
876,3,3,0,2,7,3,2,0,0,3
877,52,52,5,28,96,70,17,1,5,52
878,59,59,4,41,119,67,19,0,4,59
879,52,52,2,31,87,68,16,1,2,52
880,50,50,4,33,94,64,12,0,4,50
881,5,5,1,5,8,2,1,1,1,5
882,45,45,0,23,70,46,21,0,0,45
883,41,41,3,26,74,56,4,2,3,41
884,10,10,0,7,14,10,2,1,0,10
885,40,40,2,24,74,59,10,1,2,40
886,11,11,0,5,13,22,1,0,0,11
887,43,43,1,19,67,56,17,0,1,43
888,5,5,1,4,11,4,1,0,1,5
889,24,24,3,14,45,29,12,0,3,24
890,18,18,2,10,34,30,2,0,2,18
891,19,19,0,11,32,32,2,0,0,19
892,10,10,0,7,15,13,1,0,0,10
893,22,22,1,12,35,36,4,0,1,22
894,37,37,1,24,65,57,4,0,1,37
895,21,21,1,7,28,35,4,0,1,21
896,50,50,1,20,73,77,11,0,1,50
897,18,18,0,9,25,28,2,1,0,18
898,32,32,2,10,41,47,11,0,2,32
899,56,56,9,32,88,56,16,2,9,56
900,4,4,0,3,8,6,0,0,0,4
901,51,51,7,33,102,70,6,0,7,51
902,56,56,8,34,90,70,9,2,8,56
903,40,40,4,23,59,62,5,1,4,40
904,49,47,2,25,76,67,10,0,4,49
905,5,3,0,1,6,4,2,0,2,5
906,5,3,0,2,4,4,1,0,2,5
907,6,4,1,2,5,3,6,0,3,6
908,55,54,8,30,82,70,10,0,9,55
909,43,41,5,13,48,70,5,0,7,43
910,49,49,2,25,70,67,11,2,2,49
911,53,52,1,26,79,76,12,0,2,53
912,55,55,4,28,84,79,13,2,4,55
913,35,35,6,21,57,40,6,1,6,35
914,48,48,6,25,72,70,13,0,6,48
915,49,48,1,17,81,66,36,0,2,49
916,23,23,0,14,45,34,5,0,0,23
917,37,37,1,17,69,48,24,2,1,37
918,59,58,2,21,103,94,33,0,3,59
919,50,48,3,25,91,57,31,1,5,50
920,60,58,4,26,104,95,20,2,6,60
921,9,9,1,3,13,13,3,0,1,9
922,38,35,2,14,68,48,30,0,5,38
923,53,50,2,27,92,89,14,1,5,53
924,40,39,2,20,78,65,9,1,3,40
925,15,15,0,9,33,24,4,0,0,15
926,46,44,0,18,63,70,9,2,2,46
927,34,33,0,13,54,67,5,0,1,34
928,10,10,1,6,18,15,1,1,1,10
929,60,60,6,34,96,90,12,2,6,60
930,24,24,0,14,51,41,9,1,0,24
931,55,55,4,36,92,72,16,0,4,55
932,51,51,1,23,86,85,16,0,1,51
933,42,42,0,22,74,63,15,1,0,42
934,29,29,1,17,46,51,4,0,1,29
935,25,25,2,19,52,37,1,1,2,25
936,19,19,1,8,21,31,7,0,1,19
937,10,9,1,8,21,12,2,0,2,10
938,3,3,1,2,6,4,1,0,1,3
939,41,41,1,13,72,74,13,1,1,41
940,7,7,0,4,12,11,1,0,0,7
941,37,37,1,18,60,55,11,4,1,37
942,7,7,2,4,12,11,1,0,2,7
943,67,59,3,29,94,87,18,2,11,67
944,45,45,5,27,67,57,9,0,5,45
945,7,7,2,4,9,4,3,0,2,7
946,27,27,3,18,50,32,7,1,3,27
947,4,3,0,1,6,3,2,0,1,4
948,4,3,0,1,4,7,0,0,1,4
949,4,3,0,3,8,3,2,0,1,4
950,4,3,0,1,5,5,1,0,1,4
951,2,2,0,1,6,4,0,0,0,2
952,7,6,0,3,9,10,4,0,1,7
953,1,1,0,1,3,0,2,0,0,1
954,1,0,0,0,0,0,0,0,1,1
955,15,15,1,8,21,19,6,1,1,15
956,7,6,0,3,7,7,5,0,1,7
957,9,8,1,4,14,9,4,0,2,9
958,5,4,0,1,3,7,0,0,1,5
959,5,4,0,3,7,5,3,0,1,5
960,3,3,0,2,5,5,0,0,0,3
961,2,2,0,1,3,6,0,0,0,2
962,9,6,0,4,8,8,3,0,3,9
963,57,54,3,28,78,89,9,2,6,57
964,53,50,1,20,78,87,12,3,4,53
965,70,58,3,30,89,79,24,0,15,70
966,51,51,3,18,68,71,21,0,3,51
967,52,50,0,26,102,102,3,1,2,52
968,50,50,0,31,105,76,11,1,0,50
969,29,29,0,13,47,49,10,1,0,29
970,61,52,2,27,95,85,18,1,11,61
971,55,51,1,19,83,97,17,0,5,55
972,38,38,2,18,71,68,7,0,2,38
973,47,47,2,24,102,83,9,0,2,47
974,59,59,5,28,110,101,15,0,5,59
975,54,54,2,29,94,92,9,2,2,54
976,47,47,2,24,80,82,7,0,2,47
977,58,58,1,28,100,109,13,0,1,58
978,52,52,0,22,93,100,13,1,0,52
979,54,54,0,23,89,101,12,1,0,54
980,46,46,2,19,95,88,14,0,2,46
981,47,47,2,22,79,81,13,1,2,47
982,47,47,1,16,84,86,23,0,1,47
983,56,56,4,30,101,93,17,1,4,56
984,20,20,0,10,35,36,4,0,0,20
985,45,45,1,21,83,65,23,0,1,45
986,54,54,6,27,105,86,13,0,6,54
987,56,55,4,17,83,84,31,2,5,56
988,42,42,3,24,77,59,13,0,3,42
989,13,13,1,4,19,19,6,0,1,13
990,10,10,1,6,16,16,0,0,1,10
991,4,4,0,1,6,8,0,0,0,4
992,6,6,1,4,9,9,0,0,1,6
993,5,5,0,3,7,4,4,0,0,5
994,13,13,1,9,23,14,2,0,1,13
995,53,53,6,24,98,75,19,1,6,53
996,8,8,0,2,11,13,2,0,0,8
997,39,36,3,21,66,50,14,0,6,39
998,1,1,0,1,3,2,0,0,0,1
999,2,1,0,1,2,2,0,0,1,2
1000,3,2,0,1,3,5,0,0,1,3
1001,5,4,0,2,7,6,1,0,1,5
1002,23,23,1,9,39,40,5,0,1,23
1003,2,2,0,1,3,5,0,0,0,2
1004,5,4,0,1,5,2,10,0,1,5
1005,3,2,0,0,0,3,0,0,1,3
1006,3,2,0,0,1,3,0,0,1,3
1007,4,3,0,1,3,2,5,0,1,4
1008,3,2,0,0,0,3,2,0,1,3
1009,3,2,0,0,1,4,0,0,1,3
1010,3,2,0,1,2,3,1,0,1,3
1011,5,4,0,0,2,4,3,0,1,5
1012,6,5,0,1,4,7,7,0,1,6
1013,4,3,0,1,2,4,3,0,1,4
1014,9,8,0,2,10,14,2,0,1,9
1015,15,15,0,4,22,21,7,1,0,15
1016,11,11,1,4,14,18,3,0,1,11
1017,14,13,1,5,18,26,0,0,2,14
1018,11,11,0,8,22,17,3,0,0,11
1019,12,12,0,5,19,15,4,0,0,12
1020,11,11,0,6,18,12,7,0,0,11
1021,15,15,1,5,22,19,7,0,1,15
1022,9,9,0,4,17,11,9,0,0,9
1023,15,15,0,5,23,22,8,0,0,15
1024,44,44,3,23,81,69,20,1,3,44
1025,37,37,2,20,66,56,8,1,2,37
1026,3,3,0,2,4,6,0,0,0,3
1027,2,1,0,0,0,2,0,0,1,2
1028,8,6,0,1,5,11,1,0,2,8
1029,9,7,1,2,7,7,4,0,3,9
1030,4,3,0,0,1,6,1,0,1,4
1031,3,3,0,1,4,3,4,0,0,3
1032,5,5,0,3,10,5,2,1,0,5
1033,9,9,0,4,15,15,1,1,0,9
1034,18,18,0,6,25,28,5,0,0,18
1035,8,8,1,3,12,15,1,0,1,8
1036,15,15,2,8,25,22,4,1,2,15
1037,9,9,1,3,16,18,0,0,1,9
1038,7,7,0,4,17,12,0,0,0,7
1039,4,3,0,0,4,1,6,0,1,4
1040,4,3,0,0,2,5,2,0,1,4
1041,3,2,0,0,2,2,3,0,1,3
1042,4,3,0,2,5,2,4,0,1,4
1043,10,9,0,3,14,12,6,0,1,10
1044,16,16,0,7,33,23,8,0,0,16
1045,5,5,1,3,9,6,2,0,1,5
1046,13,13,0,5,16,19,4,1,0,13
1047,14,14,0,4,21,16,12,0,0,14
1048,10,9,0,2,15,12,8,0,1,10
1049,7,7,0,3,14,15,0,0,0,7
1050,2,1,0,0,0,2,0,0,1,2
1051,4,3,0,1,3,5,2,0,1,4
1052,10,8,0,3,12,11,2,0,2,10
1053,17,15,0,11,29,23,3,0,2,17
1054,7,7,0,2,8,11,1,0,0,7
1055,12,12,1,9,25,20,1,0,1,12
1056,7,7,0,1,7,12,1,1,0,7
1057,9,9,1,4,17,12,7,0,1,9
1058,10,10,1,6,15,12,5,0,1,10
1059,12,12,0,6,21,16,8,0,0,12
1060,9,9,1,3,12,21,0,0,1,9
1061,9,9,0,6,14,17,0,0,0,9
1062,8,6,0,2,8,11,0,0,2,8
1063,4,3,0,0,4,4,4,0,1,4
1064,5,4,0,1,4,7,1,0,1,5
1065,10,9,0,5,13,14,0,0,1,10
1066,14,14,0,6,22,21,5,0,0,14
1067,8,8,0,3,10,10,2,2,0,8
1068,12,12,0,5,20,23,3,0,0,12
1069,9,9,1,3,12,21,0,0,1,9
1070,7,7,0,3,12,19,0,0,0,7
1071,6,5,0,3,9,7,3,0,1,6
1072,8,6,0,1,7,11,0,0,2,8
1073,9,7,0,2,5,10,3,0,2,9
1074,3,2,0,1,3,1,3,0,1,3
1075,9,8,0,3,13,14,4,0,1,9
1076,14,14,0,7,24,21,3,0,0,14
1077,9,9,0,7,21,17,2,0,0,9
1078,8,8,0,3,13,14,2,0,0,8
1079,9,9,1,5,15,14,1,0,1,9
1080,9,9,1,2,11,21,0,0,1,9
1081,74,74,3,36,122,108,20,0,3,74
1082,54,54,4,28,95,83,23,1,4,54
1083,55,53,5,25,77,55,30,1,7,55
1084,47,44,2,29,83,51,24,1,5,47
1085,52,52,2,32,78,79,4,1,2,52
1086,25,25,2,14,39,36,2,0,2,25
1087,3,3,1,2,6,1,2,0,1,3
1088,55,54,6,31,94,64,25,2,7,55
1089,50,50,3,25,96,69,21,0,3,50
1090,48,48,5,26,81,70,16,0,5,48
1091,59,59,6,32,110,81,22,1,6,59
1092,41,38,2,17,72,48,15,3,5,41
1093,54,53,5,28,95,81,12,2,6,54
1094,39,38,4,18,58,63,14,1,5,39
1095,43,43,0,20,69,63,11,0,0,43
1096,53,53,4,26,93,89,18,0,4,53
1097,54,54,5,28,109,77,28,0,5,54
1098,54,54,2,28,109,76,33,1,2,54
1099,45,45,5,19,63,73,8,1,5,45
1100,55,54,1,20,105,87,36,0,2,55
1101,45,44,0,21,73,60,33,1,1,45
1102,51,50,3,23,97,61,44,0,4,51
1103,53,50,2,20,76,68,36,0,5,53
1104,58,56,1,23,83,80,31,0,3,58
1105,61,59,1,27,99,85,21,0,3,61
1106,14,14,0,8,22,28,2,0,0,14
1107,44,44,2,27,68,45,22,3,2,44
1108,37,37,0,14,54,53,13,0,0,37
1109,54,54,2,28,84,72,13,1,2,54
1110,51,50,3,25,79,67,15,0,4,51
1111,51,51,2,25,68,62,15,2,2,51
1112,53,53,3,26,85,72,18,0,3,53
1113,51,50,3,27,81,59,14,0,4,51
1114,51,51,2,31,85,54,28,2,2,51
1115,57,56,4,33,92,69,13,2,5,57
1116,57,57,3,34,105,86,10,2,3,57
1117,52,52,7,31,85,60,14,1,7,52
1118,53,52,1,25,89,59,34,1,2,53
1119,42,41,3,27,74,58,8,0,4,42
1120,26,26,3,17,47,35,3,0,3,26
1121,57,57,2,24,84,95,9,0,2,57
1122,18,18,4,11,30,17,11,0,4,18
1123,52,52,4,27,81,72,12,0,4,52
1124,59,59,1,33,97,77,23,0,1,59
1125,54,54,2,27,78,73,12,1,2,54
1126,50,50,0,25,83,73,12,0,0,50
1127,54,54,7,31,93,71,11,1,7,54
1128,47,47,5,22,66,64,7,1,5,47
1129,57,57,5,34,96,75,11,1,5,57
1130,52,52,0,28,85,76,9,1,0,52
1131,46,46,1,27,66,60,8,0,1,46
1132,43,43,2,22,68,52,17,0,2,43
1133,52,52,1,24,73,75,14,0,1,52
1134,54,54,4,29,95,63,21,3,4,54
1135,50,50,1,25,82,68,12,2,1,50
1136,53,53,2,31,95,72,9,2,2,53
1137,49,49,3,31,85,53,17,1,3,49
1138,21,21,4,12,35,21,10,0,4,21
1139,56,56,4,24,102,76,33,0,4,56
1140,6,6,0,3,8,7,4,0,0,6
1141,37,37,2,19,59,52,16,0,2,37
1142,12,12,1,3,16,12,11,0,1,12
1143,53,52,3,27,84,60,20,2,4,53
1144,57,57,4,33,104,79,14,2,4,57
1145,60,60,7,39,108,68,14,1,7,60
1146,50,50,1,31,94,66,11,2,1,50
1147,51,51,2,28,87,76,22,0,2,51
1148,17,17,0,8,28,23,10,0,0,17
1149,39,37,2,20,54,56,4,1,4,39
1150,53,53,3,27,85,72,18,1,3,53
1151,17,17,1,9,24,23,4,0,1,17
1152,23,23,1,8,31,34,11,0,1,23
1153,7,7,0,2,11,9,6,0,0,7
1154,50,50,4,30,92,77,7,1,4,50
1155,38,38,2,24,65,49,7,0,2,38
1156,42,42,3,18,50,64,6,2,3,42
1157,8,8,0,4,14,12,1,1,0,8
1158,27,27,1,12,41,36,8,0,1,27
1159,25,25,0,14,37,35,4,1,0,25
1160,30,30,0,15,48,47,6,0,0,30
1161,27,27,3,15,46,32,4,1,3,27
1162,21,21,1,12,34,32,5,1,1,21
1163,32,32,2,16,59,42,7,0,2,32
1164,17,17,0,9,30,22,9,1,0,17
1165,26,26,0,15,45,30,10,1,0,26
1166,7,7,0,1,7,12,2,0,0,7
1167,30,30,1,15,43,39,11,1,1,30
1168,56,56,2,30,90,54,25,1,1,56
1169,49,49,10,31,82,38,19,0,10,49
1170,59,59,5,28,95,58,29,0,5,59
1171,23,23,3,12,36,20,16,0,3,23
1172,5,5,0,2,8,7,3,0,0,5
1173,28,28,1,9,41,46,11,0,1,28
1174,10,10,1,7,22,16,0,0,1,10
1175,18,16,0,7,22,14,13,0,2,18
1176,20,19,3,8,30,22,8,0,4,20
1177,60,59,9,32,90,74,11,0,10,60
1178,48,43,2,14,53,49,15,0,7,48
1179,13,13,2,7,22,18,4,0,2,13
1180,44,43,5,25,82,60,10,1,6,44
1181,56,56,2,25,84,67,43,0,2,56
1182,53,53,1,20,90,87,29,0,1,53
1183,55,55,3,22,85,92,13,2,3,55
1184,36,36,3,19,62,39,27,0,3,36
1185,52,52,1,28,100,65,26,2,1,52
1186,51,50,2,28,82,75,11,2,3,51
1187,40,40,2,24,60,56,9,0,2,40
1188,52,52,2,25,103,82,20,0,2,52
1189,60,60,2,41,118,86,11,2,2,60
1190,43,43,2,23,75,52,16,1,2,43
1191,54,54,4,34,93,81,6,0,4,54
1192,49,49,3,32,98,59,21,1,3,49
1193,48,46,0,26,91,65,16,1,2,48
1194,51,51,2,36,87,57,19,1,2,51
1195,53,51,5,23,81,73,10,0,7,53
1196,42,41,4,18,87,74,11,0,5,42
1197,58,56,2,27,101,93,15,2,4,58
1198,58,57,0,25,98,90,21,1,1,58
1199,29,29,1,12,57,54,7,0,1,29
1200,38,38,0,18,61,56,22,0,0,38
1201,29,28,3,18,48,38,6,1,4,29
1202,45,45,1,21,81,74,8,0,1,45
1203,52,50,2,21,86,74,24,1,4,52
1204,43,43,1,27,92,70,6,1,1,43
1205,38,38,3,18,67,59,8,1,3,38
1206,44,42,1,20,69,73,3,2,3,44
1207,56,54,3,35,100,70,11,3,5,56
1208,31,30,2,16,55,46,7,1,3,31
1209,43,41,2,25,75,49,20,0,4,43
1210,46,46,1,15,81,83,15,2,1,46
1211,38,37,2,18,69,48,21,1,3,38
1212,39,37,2,24,80,47,18,0,4,39
1213,43,43,3,24,75,56,14,0,3,43
1214,52,52,2,18,87,96,8,1,2,52
1215,53,51,3,18,85,83,17,1,5,53
1216,27,26,1,13,45,44,2,1,2,27
1217,2,2,0,0,2,4,0,0,0,2
1218,6,6,0,5,12,9,1,0,0,6
1219,34,34,2,15,55,43,15,1,2,34
1220,5,5,0,3,9,9,0,0,0,5
1221,5,5,1,4,10,4,1,1,1,5
1222,7,7,0,4,10,11,2,1,0,7
1223,5,5,1,5,13,3,1,0,1,5
1224,18,18,1,12,34,21,7,0,1,18
1225,4,4,0,1,4,5,2,0,0,4
1226,16,16,1,12,34,20,2,1,1,16
1227,5,5,0,3,10,8,0,0,0,5
1228,28,28,2,12,42,38,13,0,2,28
1229,1,1,0,0,1,1,1,0,0,1
1230,5,5,0,0,7,9,2,0,0,5
1231,11,11,2,5,18,11,6,0,2,11
1232,53,53,3,38,111,55,22,2,3,53
1233,15,15,1,10,23,12,6,0,1,15
1234,9,9,0,4,10,15,0,1,0,9
1235,7,7,1,4,13,7,6,0,1,7
1236,7,7,1,4,9,11,1,0,1,7
1237,8,8,0,4,9,8,6,0,0,8
1238,5,5,0,3,7,4,4,0,0,5
1239,13,13,1,5,20,11,10,1,1,13
1240,14,14,2,7,18,9,10,0,2,14
1241,3,3,1,3,6,2,0,0,1,3
1242,20,20,1,11,33,32,4,1,1,20
1243,59,59,2,35,95,70,19,2,2,59
1244,36,36,1,22,67,47,11,2,1,36
1245,32,32,0,19,50,43,9,0,0,32
1246,46,46,3,19,71,63,27,0,3,46
1247,50,50,5,26,71,50,24,1,5,50
1248,49,49,3,25,78,65,17,0,3,49
1249,53,53,1,25,90,71,28,0,1,53
1250,31,31,0,20,53,46,3,0,0,31
1251,41,41,3,25,76,61,8,0,3,41
1252,40,40,0,24,64,48,23,0,0,40
